"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue May 23 11:37:08 CST 2023","Tue May 23 11:37:09 CST 2023","65","testCases.zone","test_zone","Test_cases","","","16000---多用户添加可用区",""
